timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1784785205576,359,Gui ,200,OK,Non Gui TestCases using CSV files 1-6,text,true,,14907,114,9,9,https://octoperf.com/,293,0,0
1784785204766,1468,Practice Automation,200,OK,Non Gui TestCases using CSV files 1-4,text,true,,47772,246,9,9,https://www.easycalculation.com/,312,0,0
1784785204766,312,Practice Automation-0,301,Moved Permanently,Non Gui TestCases using CSV files 1-4,text,true,,362,121,9,9,https://easycalculation.com/,312,0,0
1784785205078,1156,Practice Automation-1,200,OK,Non Gui TestCases using CSV files 1-4,text,true,,47410,125,9,9,https://www.easycalculation.com/,718,0,0
1784785205789,521,Gui ,200,OK,Non Gui TestCases using CSV files 1-7,text,true,,14907,114,9,9,https://octoperf.com/,499,0,0
1784785206235,108,example,200,OK,Non Gui TestCases using CSV files 1-4,text,true,,872,113,9,9,https://example.com/,108,0,0
1784785206344,160,W3org,200,OK,Non Gui TestCases using CSV files 1-4,text,true,,54789,112,9,9,https://www.w3.org/,122,0,0
1784785205936,1377,Practice Automation,200,OK,Non Gui TestCases using CSV files 1-6,text,true,,47772,246,9,9,https://www.easycalculation.com/,377,0,0
1784785205936,377,Practice Automation-0,301,Moved Permanently,Non Gui TestCases using CSV files 1-6,text,true,,362,121,9,9,https://easycalculation.com/,377,0,0
1784785206313,1000,Practice Automation-1,200,OK,Non Gui TestCases using CSV files 1-6,text,true,,47410,125,9,9,https://www.easycalculation.com/,652,0,0
1784785207313,57,example,200,OK,Non Gui TestCases using CSV files 1-6,text,true,,872,113,9,9,https://example.com/,56,0,0
1784785206505,1284,info,200,OK,Non Gui TestCases using CSV files 1-4,text,true,,2450,143,9,9,https://info.cern.ch/hypertext/WWW/TheProject.html,1283,0,700
1784785207370,435,W3org,200,OK,Non Gui TestCases using CSV files 1-6,text,true,,54790,112,9,9,https://www.w3.org/,133,0,0
1784785206310,1501,Practice Automation,200,OK,Non Gui TestCases using CSV files 1-7,text,true,,47772,246,9,9,https://www.easycalculation.com/,331,0,0
1784785206310,331,Practice Automation-0,301,Moved Permanently,Non Gui TestCases using CSV files 1-7,text,true,,362,121,9,9,https://easycalculation.com/,331,0,0
